iter,delta_E_meV_per_atom
279424,-4.2299109608
279471,-4.2326361629
279476,-4.2216915494
279613,-4.2244843327
279796,-4.2322991917
280180,-4.2348095999
280211,-4.2221212491
280294,-4.2342026712
280398,-4.2479919578
280433,-4.2479823801
280490,-4.2427246508
280657,-4.2482020880
280929,-4.2438548166
281207,-4.2366637692
281272,-4.2431889861
281352,-4.2504432183
281396,-4.2133730330
281734,-4.2194490483
281804,-4.2126716897
282136,-4.2038270871
282185,-4.1954837721
282313,-4.1836862163
282397,-4.1931377190
282625,-4.1764960852
282627,-4.1909527508
282678,-4.1868184868
282708,-4.1929574638
282743,-4.1678176794
282750,-4.1857518780
282812,-4.1822054248
282833,-4.2136966665
282834,-4.2216956634
282917,-4.2230980834
282940,-4.2380498250
282963,-4.2380832419
283120,-4.2267989912
283187,-4.2318523910
283237,-4.2182041813
283448,-4.1936766362
283541,-4.1868400448
283649,-4.1744873500
283654,-4.1733515016
283718,-4.1781504230
283773,-4.1824229749
283854,-4.1625270550
283879,-4.1620408724
283994,-4.1522278774
284191,-4.1647536116
284212,-4.1676877831
284258,-4.1700896672
284355,-4.1700775156
284366,-4.1695935171
284605,-4.1562785769
284608,-4.1524379968
284633,-4.1505306712
284677,-4.1556805905
284726,-4.1571258817
285064,-4.1763815493
285148,-4.1896151775
285470,-4.1910372470
285518,-4.1952515911
285664,-4.2109364473
285701,-4.2187722158
285769,-4.2262564039
285784,-4.2243769589
285987,-4.2462562915
286022,-4.2520031315
286108,-4.2447150575
286130,-4.2394934552
286168,-4.2434431196
286202,-4.2559798683
286594,-4.2661314343
286596,-4.2661314343
286781,-4.2695276240
286832,-4.2910138915
286895,-4.2867791304
286905,-4.2818622089
286908,-4.2762076002
286989,-4.2708354932
287012,-4.2774221129
287313,-4.2801022122
287392,-4.2847520342
287422,-4.2881204914
287461,-4.2932218714
287523,-4.2997891042
287661,-4.3003223108
287797,-4.3089332173
287915,-4.3195408395
288051,-4.3248876528
288085,-4.3280026442
288093,-4.3214649413
288117,-4.3113726986
288139,-4.3174189138
288146,-4.3370368174
288179,-4.3316593247
288631,-4.3210216730
288669,-4.3204834739
289119,-4.3216020696
289424,-4.3214787749
289426,-4.3364016354
289427,-4.3478435082
289566,-4.3447018982
289703,-4.3828731231
289805,-4.3879198555
289987,-4.3653562266
290010,-4.3577035676
290023,-4.3435437508
290129,-4.3280889543
290205,-4.3316624702
290392,-4.3288518249
290628,-4.3338353771
290738,-4.3444651548
290783,-4.3474738486
290789,-4.3849987046
290795,-4.3968311374
290836,-4.3888737406
290865,-4.3940464837
290884,-4.4238570396
290928,-4.4381491914
291116,-4.4431287063
291274,-4.4299740567
291759,-4.4306290063
291905,-4.4292709161
291908,-4.4338482262
291960,-4.4423707064
291978,-4.4610343340
292429,-4.4725214132
292459,-4.4616042351
292499,-4.4673266503
292515,-4.4788947816
292613,-4.4649522059
292700,-4.4870500430
292703,-4.4864093315
293007,-4.4768359640
293032,-4.4739429177
293059,-4.4733683982
293624,-4.4606792602
293765,-4.4592425972
293772,-4.4588619512
293902,-4.4482140794
293937,-4.4488160560
294115,-4.4464276646
294391,-4.4616684383
294525,-4.4337809850
294575,-4.4407271289
294584,-4.4413679180
294642,-4.4391139585
294767,-4.4345885465
294805,-4.4273393990
294819,-4.4292466907
294907,-4.4237213128
295026,-4.4356056353
295045,-4.4414030263
295653,-4.4387105100
295654,-4.4352375661
295970,-4.4259267629
296042,-4.4216142270
296204,-4.4097325596
296544,-4.4104730999
296815,-4.4107695532
296887,-4.4122589269
296958,-4.4091707612
296991,-4.3976739427
297005,-4.3989355976
297140,-4.4172202968
297228,-4.4314288290
297475,-4.4391548361
297663,-4.4622987244
297780,-4.4494997768
297820,-4.4433315477
297848,-4.4421046754
298048,-4.4503520151
298257,-4.4660978458
298297,-4.4983155772
298787,-4.5233428970
298846,-4.5243627498
299118,-4.5132003040
299132,-4.5030653171
299133,-4.5030653171
299134,-4.5170132157
299228,-4.5355804117
299277,-4.5178544346
299568,-4.5249157520
299655,-4.5277938084
299854,-4.5262579595
299935,-4.5278955635
299938,-4.5236306778
299978,-4.5248479822
299987,-4.5318276293
